Code_Ligne,Variante,succession,stop_id,descr_fr,descr_nl,alpha_fr,alpha_nl,coord_x,coord_y,mode,numero_lig,terminus,Distance
086b,"1","14","1356",TOUR ET TAXIS,THURN EN TAXIS,Tour et Taxis,Thurn en Taxis,148750.20000000001,172800.70000000001,B,"86",BOCKSTAEL,5319.422
086b,"1","15","2305",ENTREPOT,STAPELHUIS,Entrepôt,Stapelhuis,148905.00000000000,173104.00000000000,B,"86",BOCKSTAEL,5659.895
086b,"1","16","4252",DIEUDONNE LEFEVRE,DIEUDONNE LEFEVRE,Dieudonné Lefèvre,Dieudonné Lefèvre,148633.00000000000,173393.00000000000,B,"86",BOCKSTAEL,6157.295
086b,"1","17","4258",POUCHKINE,POESJKIN,Pouchkine,Poesjkin,148263.00000000000,173411.00000000000,B,"86",BOCKSTAEL,6761.850
086b,"1","18","4266",NEKKERSDAL,NEKKERSDAL,Nekkersdal,Nekkersdal,148463.00000000000,173758.00000000000,B,"86",BOCKSTAEL,7185.849
086b,"1","19","4127",BOCKSTAEL,BOCKSTAEL,Bockstael,Bockstael,148564.00000000000,173928.00000000000,B,"86",BOCKSTAEL,7383.564
086b,"1","20","2558",BOCKSTAEL,BOCKSTAEL,Bockstael,Bockstael,148492.00000000000,174148.00000000000,B,"86",BOCKSTAEL,7670.421
087b,"1","1","1183",SIMONIS,SIMONIS,Simonis,Simonis,147319.00000000000,172553.00000000000,B,"87",BEEKKANT,114.184
087b,"1","2","4152",PARC ELISABETH,ELISABETHPARK,Parc Élisabeth,Elisabethpark,147094.00000000000,172791.00000000000,B,"87",BEEKKANT,476.571
087b,"1","3","1303",RIETHUISEN,RIETHUISEN,Riethuisen,Riethuisen,146648.00000000000,172961.00000000000,B,"87",BEEKKANT,956.111
087b,"1","4","4153",COLLEGE S.-COEUR,H. HARTCOLLEGE,Collège Sacré-Cœur,Heilig Hartcollege,146246.00000000000,173077.00000000000,B,"87",BEEKKANT,1413.987
087b,"1","5","4156",BEECKMANS,BEECKMANS,Beeckmans,Beeckmans,145912.70000000001,173222.20000000001,B,"87",BEEKKANT,1848.189
087b,"1","6","4157",SORENSEN,SORENSEN,Sorensen,Sorensen,146008.00000000000,173409.00000000000,B,"87",BEEKKANT,2059.320
087b,"1","7","4158",NEREUS,NEREUS,Nereus,Nereus,146083.00000000000,173584.00000000000,B,"87",BEEKKANT,2321.099
087b,"1","8","4163",LOWET,LOWET,Lowet,Lowet,145878.00000000000,173765.00000000000,B,"87",BEEKKANT,2594.683
087b,"1","9","4159",NEUBERGER,NEUBERGER,Neuberger,Neuberger,145671.00000000000,173968.00000000000,B,"87",BEEKKANT,2909.715
087b,"1","10","4160",HET VEROOST,HET VEROOST,Het Veroost,Het Veroost,145446.00000000000,174211.00000000000,B,"87",BEEKKANT,3289.506
087b,"1","11","4168",GANSHOREN-SPORT,GANSHOREN-SPORT,Ganshoren-Sport,Ganshoren-Sport,145223.00000000000,174081.00000000000,B,"87",BEEKKANT,3561.445
087b,"1","12","4169",CHOPIN,CHOPIN,Chopin,Chopin,145152.00000000000,173810.00000000000,B,"87",BEEKKANT,3845.100
087b,"1","13","4162",BASILIX,BASILIX,Basilix,Basilix,145015.00000000000,173606.00000000000,B,"87",BEEKKANT,4158.021
087b,"1","14","4165",BOIS DES ILES,EILANDENHOUT,Bois des Îles,Eilandenhout,144767.00000000000,173725.00000000000,B,"87",BEEKKANT,4452.442
087b,"1","15","2866",GARE DE BERCHEM,STATION BERCHEM,Gare de Berchem,Station Berchem,144455.50000000000,173534.79999999999,B,"87",BEEKKANT,4840.916
087b,"1","16",4002B,BERCHEM-SHOPPING,BERCHEM-SHOPPING,Berchem-Shopping,Berchem-Shopping,144594.29999999999,173247.70000000001,B,"87",BEEKKANT,5184.329
087b,"1","17","1099",PARC MONNET,MONNET-PARK,Parc Monnet,Monnet-park,144328.00000000000,173294.00000000000,B,"87",BEEKKANT,5506.867
087b,"1","18","1116",HUNDERENVELD,HUNDERENVELD,Hunderenveld,Hunderenveld,143871.00000000000,172941.00000000000,B,"87",BEEKKANT,6201.311
087b,"1","19","1102",SEPT ETOILES,ZEVEN STERREN,Sept Étoiles,Zeven Sterren,144137.00000000000,172703.00000000000,B,"87",BEEKKANT,6564.532
087b,"1","20","4598",BROEK,BROEK,Broek,Broek,144285.00000000000,172497.00000000000,B,"87",BEEKKANT,6821.346
087b,"1","21","4599",MARICOLLES,MARICOLLEN,Maricolles,Maricollen,144320.00000000000,172193.00000000000,B,"87",BEEKKANT,7170.156
087b,"1","22","4600",CIMETIERES,BEGRAAFPLAATSEN,Cimetières,Begraafplaatsen,144452.00000000000,171747.00000000000,B,"87",BEEKKANT,7653.905
087b,"1","23","4601",ELBERS,ELBERS,Elbers,Elbers,144818.00000000000,171652.00000000000,B,"87",BEEKKANT,8104.595
087b,"1","24","4602",HOOGBOSCH,HOOGBOSCH,Hoogbosch,Hoogbosch,145068.00000000000,171673.00000000000,B,"87",BEEKKANT,8355.257
087b,"1","25","4658",THYM,TIJM,Thym,Tijm,145368.00000000000,171815.00000000000,B,"87",BEEKKANT,8696.321
087b,"1","26","4659",CANDRIES,CANDRIES,Candries,Candries,145599.00000000000,171695.00000000000,B,"87",BEEKKANT,9080.472
087b,"1","27","3238",CONDOR,CONDOR,Condor,Condor,145666.00000000000,171335.00000000000,B,"87",BEEKKANT,9470.253
087b,"1","28","3252",TAMARIS,TAMARISKEN,Tamaris,Tamarisken,145699.00000000000,171170.00000000000,B,"87",BEEKKANT,9680.323
087b,"1","29","3281",DUBOIS,DUBOIS,Dubois,Dubois,145981.00000000000,171219.00000000000,B,"87",BEEKKANT,9966.570
087b,"1","30","3282",JOSEPH BAECK,JOSEPH BAECK,Joseph Baeck,Joseph Baeck,146316.10000000001,171294.50000000000,B,"87",BEEKKANT,10310.545
087b,"1","31","4014",BEEKKANT,BEEKKANT,Beekkant,Beekkant,146807.00000000000,171539.00000000000,B,"87",BEEKKANT,10874.598
088b,"1","1","2828",DE BROUCKERE,DE BROUCKERE,De Brouckère,De Brouckère,149059.00000000000,171433.00000000000,B,"88",UZ-VUB,0.000
088b,"1","2","2830",ROGIER,ROGIER,Rogier,Rogier,149217.00000000000,171637.00000000000,B,"88",UZ-VUB,258.070
088b,"1","3","1030",GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149295.00000000000,172271.00000000000,B,"88",UZ-VUB,1234.717
088b,"1","4","1052",WTC,WTC,WTC,WTC,149071.00000000000,172349.00000000000,B,"88",UZ-VUB,1471.882
088b,"1","5","1051",WILLEBROEK,WILLEBROEK,Willebroek,Willebroek,148964.00000000000,172548.00000000000,B,"88",UZ-VUB,1804.599
088b,"1","6","1356",TOUR ET TAXIS,THURN EN TAXIS,Tour et Taxis,Thurn en Taxis,148750.20000000001,172800.70000000001,B,"88",UZ-VUB,2226.356
088b,"1","7","2305",ENTREPOT,STAPELHUIS,Entrepôt,Stapelhuis,148905.00000000000,173104.00000000000,B,"88",UZ-VUB,2566.829
088b,"1","8","4252",DIEUDONNE LEFEVRE,DIEUDONNE LEFEVRE,Dieudonné Lefèvre,Dieudonné Lefèvre,148633.00000000000,173393.00000000000,B,"88",UZ-VUB,3064.230
088b,"1","9","4258",POUCHKINE,POESJKIN,Pouchkine,Poesjkin,148263.00000000000,173411.00000000000,B,"88",UZ-VUB,3668.784
088b,"1","10","4266",NEKKERSDAL,NEKKERSDAL,Nekkersdal,Nekkersdal,148463.00000000000,173758.00000000000,B,"88",UZ-VUB,4092.784
088b,"1","11","4127",BOCKSTAEL,BOCKSTAEL,Bockstael,Bockstael,148564.00000000000,173928.00000000000,B,"88",UZ-VUB,4290.499
088b,"1","12","2554",BOCKSTAEL,BOCKSTAEL,Bockstael,Bockstael,148472.00000000000,174143.00000000000,B,"88",UZ-VUB,4597.866
088b,"1","13","2170",EMILE DELVA,EMILE DELVA,Emile Delva,Emile Delva,148123.00000000000,174066.00000000000,B,"88",UZ-VUB,4957.175
088b,"1","14","2863",JACOBS FONTAINE,JACOBS FONTAINE,Jacobs Fontaine,Jacobs Fontaine,148167.00000000000,174271.00000000000,B,"88",UZ-VUB,5189.144
088b,"1","15","6173",PRINCE LEOPOLD,PRINS LEOPOLD,Prince Léopold,Prins Leopold,148100.00000000000,174754.00000000000,B,"88",UZ-VUB,5708.258
088b,"1","16","5295",DUYSBURGH,DUYSBURGH,Duysburgh,Duysburgh,147895.00000000000,174776.00000000000,B,"88",UZ-VUB,6156.449
088b,"1","17","2859",GUILL. DE GREEF,GUILL. DE GREEF,Guillaume De Greef,Guillaume De Greef,147653.00000000000,174663.00000000000,B,"88",UZ-VUB,6490.242
088b,"1","18","2877",CIM. DE JETTE,KERKH. VAN JETTE,Cimetière de Jette,Kerkhof van Jette,147586.00000000000,174382.00000000000,B,"88",UZ-VUB,6799.342
088b,"1","19","6869",GARE DE JETTE,STATION JETTE,Gare de Jette,Station Jette,147305.89999999999,174418.89999999999,B,"88",UZ-VUB,7288.287
088b,"1","20","2871",LORGE,LORGE,Lorge,Lorge,147354.00000000000,174670.00000000000,B,"88",UZ-VUB,7620.106
088b,"1","21","2873",CROCQ,CROCQ,Crocq,Crocq,147288.10000000001,174930.39999999999,B,"88",UZ-VUB,7893.757
088b,"1","22","1467",HOP. DES ENFANTS,KINDERZIEKENHUIS,Hôpital des Enfants,Kinderziekenhuis,147102.79999999999,175358.00000000000,B,"88",UZ-VUB,8368.030
088b,"1","23","2164",BOULE ET BILL,BOLLIE EN BILLIE,Boule et Bill,Bollie en Billie,146731.70000000001,175452.00000000000,B,"88",UZ-VUB,8877.495
088b,"1","24","2850",AUDREY HEPBURN,AUDREY HEPBURN,Audrey Hepburn,Audrey Hepburn,146272.00000000000,175504.00000000000,B,"88",UZ-VUB,9434.831
088b,"1","25","1328",ARBRE BALLON,DIKKE BEUK,Arbre Ballon,Dikke Beuk,146058.50000000000,175835.00000000000,B,"88",UZ-VUB,9920.965
088b,"1","26","1721",UZ-PEDIATRIE,UZ-PEDIATRIE,UZ-Pédiatrie,UZ-Pediatrie,145809.70000000001,175505.79999999999,B,"88",UZ-VUB,10392.543
088b,"1","27","1722",UZ BRUSSEL,UZ BRUSSEL,UZ Brussel,UZ Brussel,145942.00000000000,175117.00000000000,B,"88",UZ-VUB,10806.405
088b,"1","28","1727",UZ-VUB,UZ-VUB,UZ-VUB,UZ-VUB,145769.00000000000,175067.00000000000,B,"88",UZ-VUB,11030.672
089b,"1","1","1203",WESTLAND SHOPPING,WESTLAND SHOPPING,Westland Shopping,Westland Shopping,144044.00000000000,169738.00000000000,B,"89",GARE CENTRALE,205.459
089b,"1","2","2648",WESTLAND SHOPPING,WESTLAND SHOPPING,Westland Shopping,Westland Shopping,144297.00000000000,169688.79999999999,B,"89",GARE CENTRALE,483.790
089b,"1","3","1204",FRUITS,FRUIT,Fruits,Fruit,144473.00000000000,169665.00000000000,B,"89",GARE CENTRALE,661.341
089b,"1","4","1205",WILLEMYNS,WILLEMYNS,Willemyns,Willemyns,144914.00000000000,169873.00000000000,B,"89",GARE CENTRALE,1281.044
089b,"1","5","1206",PETERBOS,PETERBOS,Peterbos,Peterbos,144890.00000000000,170228.00000000000,B,"89",GARE CENTRALE,1637.252
089b,"1","6","1207",PAULSEN,PAULSEN,Paulsen,Paulsen,145192.00000000000,170343.00000000000,B,"89",GARE CENTRALE,1991.780
089b,"1","7","2748",PRINCE DE LIEGE,PRINS VAN LUIK,Prince de Liège,Prins van Luik,145107.00000000000,170697.00000000000,B,"89",GARE CENTRALE,2426.989
089b,"1","8","2754",RUE DE L'OBUS,BOMSTRAAT,Rue de l'Obus,Bomstraat,145469.00000000000,170770.00000000000,B,"89",GARE CENTRALE,2824.928
089b,"1","9","2776",SCHEUT,SCHEUT,Scheut,Scheut,145789.00000000000,170756.00000000000,B,"89",GARE CENTRALE,3199.821
089b,"1","10","2784",VETERANS COLON.,KOLON. VETERANEN,Veterans Coloniaux,Koloniale Veteranen,146100.39999999999,170349.89999999999,B,"89",GARE CENTRALE,3735.247
089b,"1","11","2782",JACQUES BREL,JACQUES BREL,Jacques Brel,Jacques Brel,146413.89999999999,170258.60000000001,B,"89",GARE CENTRALE,4204.100
089b,"1","12","1178",DELACROIX,DELACROIX,Delacroix,Delacroix,146801.00000000000,170614.00000000000,B,"89",GARE CENTRALE,4730.688
089b,"1","13","4595",DUCHESSE BRABANT,HERTOGIN BRABANT,Duchesse de Brabant,Hertogin van Brabant,147293.70000000001,171007.00000000000,B,"89",GARE CENTRALE,5392.350
089b,"1","14","6648",TRIANGLE,DRIEHOEK,Triangle,Driehoek,147600.50000000000,171063.79999999999,B,"89",GARE CENTRALE,5711.194
089b,"1","15",3259B,PORTE DE NINOVE,NINOOFSEPOORT,Porte de Ninove,Ninoofsepoort,147889.89999999999,171119.39999999999,B,"89",GARE CENTRALE,6070.902
089b,"1","16","3260",PORTE DE FLANDRE,VLAAMSEPOORT,Porte de Flandre,Vlaamsepoort,148128.00000000000,171375.00000000000,B,"89",GARE CENTRALE,6475.912
089b,"1","17","3261",DANSAERT,DANSAERT,Dansaert,Dansaert,148334.00000000000,171182.00000000000,B,"89",GARE CENTRALE,6761.335
089b,"1","18","1894",BOURSE,BEURS,Bourse,Beurs,148588.60000000001,170988.60000000001,B,"89",GARE CENTRALE,7134.075
089b,"1","19","1820",DE BROUCKERE,DE BROUCKERE,De Brouckère,De Brouckère,148771.00000000000,171120.00000000000,B,"89",GARE CENTRALE,7420.790
089b,"1","20","2296",ARENBERG,ARENBERG,Arenberg,Arenberg,149136.00000000000,170863.00000000000,B,"89",GARE CENTRALE,7875.062
089b,"1","21","3347",GARE CENTRALE,CENTRAAL STATION,Gare Centrale,Centraal Station,149175.00000000000,170688.00000000000,B,"89",GARE CENTRALE,8288.920
095b,"1","1","2278",GRAND-PLACE,GROTE MARKT,Grand-Place,Grote Markt,148819.00000000000,170485.00000000000,B,"95",WIENER,0.000
095b,"1","2","2268",BIBLIOTHEQUE,BIBLIOTHEEK,Bibliothèque,Bibliotheek,148993.00000000000,170336.00000000000,B,"95",WIENER,233.846
095b,"1","3","1703",GRAND SABLON,GROTE ZAVEL,Grand Sablon,Grote Zavel,148959.00000000000,170147.00000000000,B,"95",WIENER,444.676
095b,"1","4","1128",PETIT SABLON,KLEINE ZAVEL,Petit Sablon,Kleine Zavel,149093.00000000000,169943.00000000000,B,"95",WIENER,701.120
095b,"1","5",6354B,ROYALE,KONING,Royale,Koning,149281.29999999999,170126.20000000001,B,"95",WIENER,972.356
095b,"1","6","6433",TRONE,TROON,Trône,Troon,149885.00000000000,169988.00000000000,B,"95",WIENER,1806.113
095b,"1","7","1729",SCIENCE,WETENSCHAP,Science,Wetenschap,150043.60000000001,169936.70000000001,B,"95",WIENER,1972.750
095b,"1","8","1233",LUXEMBOURG,LUXEMBURG,Luxembourg,Luxemburg,150280.39999999999,169835.89999999999,B,"95",WIENER,2235.932
095b,"1","9","1906",IDALIE,IDALIE,Idalie,Idalie,150241.00000000000,169418.00000000000,B,"95",WIENER,2768.380
095b,"1","10","1909",BLYCKAERTS,BLYCKAERTS,Blyckaerts,Blyckaerts,150429.00000000000,169169.00000000000,B,"95",WIENER,3088.918
095b,"1","11","4303",GERMOIR,MOUTERIJ,Germoir,Mouterij,150698.00000000000,168834.00000000000,B,"95",WIENER,3520.444
095b,"1","12","4304",RODIN,RODIN,Rodin,Rodin,150930.00000000000,168540.00000000000,B,"95",WIENER,3894.958
095b,"1","13","4305",DELPORTE,DELPORTE,Delporte,Delporte,151208.00000000000,168195.00000000000,B,"95",WIENER,4338.025
095b,"1","14","4306",ETTERBEEK GARE,ETTERBEEK STATION,Etterbeek Gare,Etterbeek Station,151426.00000000000,167916.00000000000,B,"95",WIENER,4692.187
095b,"1","15","4307",THYS,THYS,Thys,Thys,151668.00000000000,167491.00000000000,B,"95",WIENER,5188.848
095b,"1","16","3558",CIM. D'IXELLES,BEGR. VAN ELSENE,Cimetière d'Ixelles,Begraafplaats van Elsene,151540.00000000000,167283.00000000000,B,"95",WIENER,5458.494
095b,"1","17","4308",RELAIS,PLEISTERPLAATS,Relais,Pleisterplaats,151712.00000000000,166805.00000000000,B,"95",WIENER,6078.723
095b,"1","18","4309",ARCADES,ARCADEN,Arcades,Arcaden,151992.00000000000,166644.00000000000,B,"95",WIENER,6408.807
095b,"1","19","4310",KEYM,KEYM,Keym,Keym,152445.00000000000,166575.00000000000,B,"95",WIENER,6927.135
095b,"1","20","4311",VANDER ELST,VANDER ELST,Vander Elst,Vander Elst,152675.00000000000,166084.00000000000,B,"95",WIENER,7484.715
095b,"1","21","1453",CALYPSO 2000,CALYPSO 2000,Calypso 2000,Calypso 2000,152892.00000000000,165840.00000000000,B,"95",WIENER,7854.018
095b,"1","22","4313",LES 3 TILLEULS,DRIE LINDEN,Les Trois Tilleuls,Drie Linden,153084.00000000000,165793.00000000000,B,"95",WIENER,8053.783
095b,"1","23","4314",CERISAIE,KERSEBOOMGAARD,Cerisaie,Kerseboomgaard,153526.00000000000,165797.00000000000,B,"95",WIENER,8547.942
095b,"1","24","4315",FAUCONNERIE,VALKERIJ,Fauconnerie,Valkerij,153781.00000000000,165657.00000000000,B,"95",WIENER,8838.869
095b,"1","25","4318",WIENER,WIENER,Wiener,Wiener,153597.00000000000,165355.00000000000,B,"95",WIENER,9216.744
098b,"1","1","2384",CERIA,COOVI,CERIA,COOVI,144460.70000000001,167296.50000000000,B,"98",HEROS,0.000
098b,"1","2","3810",BOLLINCKX,BOLLINCKX,Bollinckx,Bollinckx,145649.00000000000,167031.00000000000,B,"98",HEROS,2718.647
098b,"1","3","3814",MOZART,MOZART,Mozart,Mozart,145518.00000000000,166651.00000000000,B,"98",HEROS,3124.488
098b,"1","4","5963",PATHE,PATHE,Pathé,Pathé,145305.60000000001,165884.00000000000,B,"98",HEROS,3926.879
098b,"1","5",9649B,DORENT,DORENT,Dorent,Dorent,145282.29999999999,164848.20000000001,B,"98",HEROS,5086.148
098b,"1","6","2660",DROGENBOS-SHOP.,DROGENBOS-SHOP.,Drogenbos-Shopping,Drogenbos-Shopping,145775.00000000000,164707.00000000000,B,"98",HEROS,5869.893
098b,"1","7","5923",EGGERGAT,EGGERGAT,Eggergat,Eggergat,146277.00000000000,164964.00000000000,B,"98",HEROS,6434.118
098b,"1","8",5921B,CARREFOUR STALLE,KRUISPUNT STALLE,Carrefour Stalle,Kruispunt Stalle,146620.20000000001,165054.29999999999,B,"98",HEROS,6807.678
098b,"1","9","5916",EGIDE VAN OPHEM,EGIDE VAN OPHEM,Egide Van Ophem,Egide Van Ophem,146857.89999999999,165085.10000000001,B,"98",HEROS,7051.520
098b,"1","10","5917",WAGON,WAGEN,Wagon,Wagen,147230.00000000000,165153.00000000000,B,"98",HEROS,7438.041
098b,"1","11",1985B,GLOBE,GLOBE,Globe,Globe,147782.79999999999,165567.39999999999,B,"98",HEROS,8143.289
098b,"1","12","5058",HEROS,HELDEN,Héros,Helden,148084.00000000000,165899.00000000000,B,"98",HEROS,8635.350
098b,"1","13","1951",HEROS,HELDEN,Héros,Helden,148160.00000000000,165875.00000000000,B,"98",HEROS,8741.128
204b,"1","1","6447",GARE CENTRALE,CENTRAAL STATION,Gare Centrale,Centraal Station,149173.00000000000,170610.00000000000,B,"204",CIMETIERE DE BRUXELLES,0.028
204b,"1","2","2301",ARENBERG,ARENBERG,Arenberg,Arenberg,149164.00000000000,170985.00000000000,B,"204",CIMETIERE DE BRUXELLES,471.665
204b,"1","3","2595",DE BROUCKERE,DE BROUCKERE,De Brouckère,De Brouckère,148953.39999999999,171122.89999999999,B,"204",CIMETIERE DE BRUXELLES,752.455
204b,"1","4","2303",DE BROUCKERE,DE BROUCKERE,De Brouckère,De Brouckère,148674.00000000000,171122.00000000000,B,"204",CIMETIERE DE BRUXELLES,1136.375
204b,"1","5","2212",BOURSE,BEURS,Bourse,Beurs,148447.00000000000,170887.00000000000,B,"204",CIMETIERE DE BRUXELLES,1467.961
204b,"1","6","2578",ANNEESSENS,ANNEESSENS,Anneessens,Anneessens,148410.00000000000,170587.00000000000,B,"204",CIMETIERE DE BRUXELLES,1896.797
204b,"1","7","1063",CESAR DE PAEPE,CESAR DE PAEPE,César De Paepe,César De Paepe,148735.00000000000,170275.00000000000,B,"204",CIMETIERE DE BRUXELLES,2390.717
204b,"1","8",1376B,GRAND SABLON,GROTE ZAVEL,Grand Sablon,Grote Zavel,148917.50000000000,170111.60000000001,B,"204",CIMETIERE DE BRUXELLES,2873.510
204b,"1","9","1128",PETIT SABLON,KLEINE ZAVEL,Petit Sablon,Kleine Zavel,149093.00000000000,169943.00000000000,B,"204",CIMETIERE DE BRUXELLES,3134.371
204b,"1","10","1129",ROYALE,KONING,Royale,Koning,149267.00000000000,170113.00000000000,B,"204",CIMETIERE DE BRUXELLES,3386.146
204b,"1","11","6355",PALAIS,PALEIZEN,Palais,Paleizen,149449.00000000000,170380.00000000000,B,"204",CIMETIERE DE BRUXELLES,3722.377
204b,"1","12","6356",PARC,PARK,Parc,Park,149550.00000000000,170690.00000000000,B,"204",CIMETIERE DE BRUXELLES,4048.514
204b,"1","13","6357",CONGRES,CONGRES,Congrès,Congres,149699.00000000000,171142.00000000000,B,"204",CIMETIERE DE BRUXELLES,4523.976
204b,"1","14","6435",BOTANIQUE,KRUIDTUIN,Botanique,Kruidtuin,149812.00000000000,171460.00000000000,B,"204",CIMETIERE DE BRUXELLES,4863.487
204b,"1","15","6359",GILLON,GILLON,Gillon,Gillon,149890.00000000000,171722.00000000000,B,"204",CIMETIERE DE BRUXELLES,5137.934
204b,"1","16","6410",SAINTE-MARIE,SINT-MARIA,Sainte-Marie,Sint-Maria,149973.20000000001,171975.39999999999,B,"204",CIMETIERE DE BRUXELLES,5404.790
204b,"1","17","6418",ROBIANO,ROBIANO,Robiano,Robiano,150182.00000000000,172213.00000000000,B,"204",CIMETIERE DE BRUXELLES,5753.141
204b,"1","18","6203",COTEAUX,WIJNHEUVELEN,Coteaux,Wijnheuvelen,150596.00000000000,172123.00000000000,B,"204",CIMETIERE DE BRUXELLES,6226.188
204b,"1","19","6210",BIENFAITEURS,WELDOENERS,Bienfaiteurs,Weldoeners,151058.00000000000,171925.00000000000,B,"204",CIMETIERE DE BRUXELLES,6747.118
204b,"1","20","6214",PATRIE,VADERLAND,Patrie,Vaderland,151619.00000000000,171753.00000000000,B,"204",CIMETIERE DE BRUXELLES,7357.789
204b,"1","21","2249",MEISER,MEISER,Meiser,Meiser,151991.00000000000,171641.00000000000,B,"204",CIMETIERE DE BRUXELLES,7749.336
204b,"1","22","3761",LEOPOLD III,LEOPOLD III,Léopold III,Leopold III,152094.00000000000,171915.00000000000,B,"204",CIMETIERE DE BRUXELLES,8243.210
204b,"1","23","3762",FRANS COURTENS,FRANS COURTENS,Frans Courtens,Frans Courtens,152294.00000000000,172078.00000000000,B,"204",CIMETIERE DE BRUXELLES,8502.586
204b,"1","24","3763",PAUL LEDUC,PAUL LEDUC,Paul Leduc,Paul Leduc,152566.00000000000,172246.00000000000,B,"204",CIMETIERE DE BRUXELLES,8830.441
204b,"1","25","3766",OPTIMISME,OPTIMISME,Optimisme,Optimisme,152856.00000000000,172400.00000000000,B,"204",CIMETIERE DE BRUXELLES,9158.972
204b,"1","26","3460",GUILLAUME,GUILLAUME,Guillaume,Guillaume,153083.00000000000,172302.00000000000,B,"204",CIMETIERE DE BRUXELLES,9497.272
204b,"1","27","3272",PADUWA,PADUWA,Paduwa,Paduwa,153254.00000000000,172148.00000000000,B,"204",CIMETIERE DE BRUXELLES,9807.788
204b,"1","28","3273",ARTEMIS,ARTEMIS,Artémis,Artémis,153322.00000000000,172354.00000000000,B,"204",CIMETIERE DE BRUXELLES,10024.744
204b,"1","29","3274",CIM. DE BRUXELLES,BEGR. VAN BRUSSEL,Cimetière de Bruxelles,Begraafplaats van Brussel,153517.00000000000,172650.00000000000,B,"204",CIMETIERE DE BRUXELLES,10440.244
204b,"1","30","3285",DIABLOTINS,DUIVELTJES,Diablotins,Duiveltjes,153754.00000000000,172778.00000000000,B,"204",CIMETIERE DE BRUXELLES,10709.601
204b,"1","31","3401",CIM. DE BRUXELLES,BEGR. VAN BRUSSEL,Cimetière de Bruxelles,Begraafplaats van Brussel,153481.00000000000,172653.00000000000,B,"204",CIMETIERE DE BRUXELLES,11188.636
205b,"1","1","6447",GARE CENTRALE,CENTRAAL STATION,Gare Centrale,Centraal Station,149173.00000000000,170610.00000000000,B,"205",KRAAINEM,0.028
205b,"1","2","2301",ARENBERG,ARENBERG,Arenberg,Arenberg,149164.00000000000,170985.00000000000,B,"205",KRAAINEM,471.665
205b,"1","3","2595",DE BROUCKERE,DE BROUCKERE,De Brouckère,De Brouckère,148953.39999999999,171122.89999999999,B,"205",KRAAINEM,752.455
205b,"1","4","2303",DE BROUCKERE,DE BROUCKERE,De Brouckère,De Brouckère,148674.00000000000,171122.00000000000,B,"205",KRAAINEM,1136.375
205b,"1","5","2212",BOURSE,BEURS,Bourse,Beurs,148447.00000000000,170887.00000000000,B,"205",KRAAINEM,1467.961
205b,"1","6","2578",ANNEESSENS,ANNEESSENS,Anneessens,Anneessens,148410.00000000000,170587.00000000000,B,"205",KRAAINEM,1896.797
205b,"1","7","1063",CESAR DE PAEPE,CESAR DE PAEPE,César De Paepe,César De Paepe,148735.00000000000,170275.00000000000,B,"205",KRAAINEM,2390.717
205b,"1","8",1376B,GRAND SABLON,GROTE ZAVEL,Grand Sablon,Grote Zavel,148917.50000000000,170111.60000000001,B,"205",KRAAINEM,2873.510
205b,"1","9","1128",PETIT SABLON,KLEINE ZAVEL,Petit Sablon,Kleine Zavel,149093.00000000000,169943.00000000000,B,"205",KRAAINEM,3134.371
